episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
190, 2120.46180023998, 1, 34.482862177013885, 70, 13309,                                         13309, 34.57491683959961, 114.77659606933594
191, 2421.2339409645647, 1, 18.20869522099383, 37, 13346,                                         13346, 39.35784912109375, 113.89268493652344
192, 835.6386822462082, 1, 30.567300927999895, 62, 13408,                                         13408, 39.077293395996094, 115.1824722290039
193, 2345.2662042919546, 1, 38.40757913800189, 78, 13486,                                         13486, 44.72503662109375, 115.1894760131836
194, -3644.772618293762, 2, 21.145541918987874, 43, 13529,                                         13529, 42.238834381103516, 113.82249450683594
195, -2461.8186539411545, 2, 17.77954946702812, 36, 13565,                                         13565, 38.13542175292969, 116.76429748535156
196, 2299.596955180168, 1, 26.067436114011798, 53, 13618,                                         13618, 38.56801986694336, 114.79788970947266
197, 1993.170493319456, 1, 56.546581936010625, 115, 13733,                                         13733, 45.48576354980469, 117.78985595703125
198, 1465.971167460084, 1, 39.82784040796105, 81, 13814,                                         13814, 41.50494384765625, 118.05963134765625
199, -463.16295301914215, 5, 14.750977724033874, 30, 13844,                                         13844, 36.04521942138672, 115.8236083984375
200, -2185.5709525346756, 2, 20.656639998022, 42, 13886,                                         13886, 34.39689254760742, 116.41552734375
201, -2170.100530266762, 2, 22.20321863301797, 45, 13931,                                         13931, 47.46238708496094, 114.97160339355469
202, -2954.114895105362, 2, 38.841363006969914, 79, 14010,                                         14010, 43.992088317871094, 117.17736053466797
203, 2399.2350288182497, 1, 20.7204611839843, 42, 14052,                                         14052, 34.689727783203125, 117.0271224975586
204, -573.6881985664368, 5, 40.413753402011935, 82, 14134,                                         14134, 37.31052017211914, 116.41901397705078
205, -2436.3343638777733, 2, 17.349778936011717, 35, 14169,                                         14169, 44.66575241088867, 118.55172729492188
206, 2296.9306704998016, 1, 27.034806317999028, 55, 14224,                                         14224, 45.95280456542969, 119.47492218017578
207, 1667.1003098487854, 1, 48.76338564004982, 99, 14323,                                         14323, 42.43768310546875, 117.84762573242188
208, -2690.8867866396904, 2, 27.532859193976037, 56, 14379,                                         14379, 41.56412887573242, 115.99266815185547
209, -2903.115819990635, 2, 22.627684678998776, 46, 14425,                                         14425, 24.491985321044922, 117.98558807373047
210, 2352.9351575374603, 1, 14.754614714009222, 30, 14455,                                         14455, 39.444091796875, 117.06189727783203
211, 1925.0955350399017, 1, 44.747681040957104, 91, 14546,                                         14546, 39.99467468261719, 118.95941162109375
212, -2601.682191669941, 2, 40.88197680498706, 83, 14629,                                         14629, 43.206459045410156, 117.41594696044922
213, 2408.7268583625555, 1, 22.130271238973364, 45, 14674,                                         14674, 37.83047866821289, 119.77567291259766
214, 2247.321938842535, 1, 31.458033650007565, 64, 14738,                                         14738, 48.254478454589844, 118.10704040527344
215, -2529.5493404865265, 2, 22.13979988603387, 45, 14783,                                         14783, 41.99384689331055, 118.1264419555664
216, -2373.744749009609, 2, 20.75002775201574, 42, 14825,                                         14825, 42.65153121948242, 117.85094451904297
217, -2631.1074633598328, 2, 16.226966637012083, 33, 14858,                                         14858, 45.93779373168945, 118.58226776123047
218, 2280.677748128772, 1, 27.095500117982738, 55, 14913,                                         14913, 44.18836212158203, 117.13140869140625
219, 1891.4840235505253, 1, 29.000593098055106, 59, 14972,                                         14972, 43.370941162109375, 116.71533966064453
220, -2892.130932867527, 2, 46.21759217698127, 94, 15066,                                         15066, 39.13943862915039, 117.63446807861328
221, 2254.6881497502327, 1, 22.184733239992056, 45, 15111,                                         15111, 44.35675811767578, 118.63343811035156
222, 1269.4444091916084, 1, 53.0996176910121, 108, 15219,                                         15219, 43.00114822387695, 118.57587432861328
223, -2567.1381760835648, 2, 45.75932862702757, 93, 15312,                                         15312, 38.2418212890625, 118.70236206054688
224, 2307.266589462757, 1, 29.501407790987287, 60, 15372,                                         15372, 38.01734924316406, 119.0543212890625
225, -3097.1223673820496, 2, 15.241107387992088, 31, 15403,                                         15403, 36.26175308227539, 117.58208465576172
226, 2370.193025559187, 1, 14.76827823696658, 30, 15433,                                         15433, 39.626075744628906, 119.47252655029297
227, 2366.337350487709, 1, 22.12653990200488, 45, 15478,                                         15478, 44.54484939575195, 117.32440185546875
228, 2240.661890745163, 1, 20.160862537974026, 41, 15519,                                         15519, 35.15654373168945, 117.2958755493164
229, 2245.849888034165, 1, 38.40938852599356, 78, 15597,                                         15597, 49.27909469604492, 119.13416290283203
230, 2213.049178957939, 1, 34.44678192900028, 70, 15667,                                         15667, 37.71979522705078, 119.16158294677734
